"player_api_id","num_appearences","num_leagues","player_name","overall_rating","gk_rating"
27301,49,1,"Marcelo Jose Bordon",82,135
27302,38,1,"Tim Hoogland",70,47
27303,181,2,"Rafinha",78,50
27305,7,1,"Zlatan Bajramovic",72,39
27306,37,1,"Alexander Baumjohann",73,34
27307,86,1,"Levan Kobiashvili",69,34
27310,90,1,"Sebastian Boenisch",71,50
27313,127,1,"Tim Wiese",68,273
27314,74,1,"Leon Andreasen",74,43
27315,53,1,"Petri Pasanen",64,36
27316,158,1,"Aaron Hunt",77,50
27320,101,2,"Matthieu Delpierre",74,43
27324,229,1,"Christian Gentner",78,42
27326,138,2,"Mario Gomez",81,38
27327,29,1,"Jon Dahl Tomasson",71,43
27329,28,1,"Kevin Stuhr Ellegaard",71,287
27330,41,1,"Sofian Chahed",67,35
27331,46,1,"Malik Fathi",69,38
27334,2,2,"Yildiray Basturk",74,138
27335,122,3,"Kevin-Prince Boateng",77,48
27336,34,1,"Pal Dardai",67,38
27338,10,1,"Ellery Cairo",65,31
27339,78,2,"Ashkan Dejagah",74,41
27341,30,1,"Robert Enke,30",85,339
27342,1,1,"Morten Jensen",58,229
27346,6,1,"Michael Tarnat",73,179
27349,122,1,"Hanno Balitsch",70,38
27351,11,1,"Altin Lala",67,33
27352,95,1,"Jan Rosenthal",71,107
27358,214,1,"Roman Weidenfeller",79,290
27360,24,1,"Dede",75,35
27363,32,1,"Florian Kringe",66,35
27364,6,1,"Marc-Andre Kruska",65,41
27365,141,3,"Nuri Sahin",81,46
27366,1,1,"Sebastian Tyrala",64,38
27367,4,1,"Mehmet Akguen",60,44
27371,39,2,"Daniel Sikorski",62,40
27372,1,1,"Stefan Maierhofer",64,40
27376,25,1,"Max Gruen",68,268
27411,154,2,"Marvin Compper",70,47
27412,167,2,"Filip Daems",73,41
27415,82,1,"Bo Svensson",72,49
27418,78,1,"Oliver Kirch",70,48
27419,50,1,"Peer Kluge",65,58
27420,185,2,"Eugen Polanski",77,38
27421,53,1,"Bernd Thijs",65,31
27423,63,1,"Wesley Sonck",65,46
27424,191,1,"Rene Adler",80,314
27425,120,1,"Jan-Ingwer Callsen-Bracker",73,40
27427,195,1,"Gonzalo Castro",81,46
27429,145,1,"Simon Rolfes",78,38
27430,159,2,"Dimitar Berbatov",80,38
27431,14,2,"Josip Tadic",63,37
27433,153,1,"Raphael Schaefer",71,276
27436,123,1,"Javier Pinola",74,41
27437,10,1,"Dominik Reinhardt",67,45
27438,73,1,"Andreas Wolf",73,44
27440,15,1,"Marek Mintal",67,34
27445,20,1,"Robert Vittek",74,36
27447,3,1,"Mathias Hain",69,280
27451,28,1,"Radim Kucera",72,36
27452,2,1,"Tobias Rau",66,131
27460,30,1,"Markus Schuler",63,47
27461,238,2,"Heiko Westermann",76,41
27462,30,1,"Ruediger Kauf",70,45
27467,77,1,"Oka Nikolov",70,268
27471,60,1,"Chris",71,44
27472,118,1,"Patrick Ochs",74,41
27475,202,1,"Marco Russ",75,36
27476,13,1,"Aleksandar Vasoski",72,49
27478,163,1,"Alexander Meier",78,32
27481,17,1,"Ioannis Amanatidis",75,45
27483,105,2,"Jermaine Jones",71,31
27484,69,1,"Benjamin Koehler",64,50
27485,6,1,"Dominik Stroh-Engel",69,52
27488,83,1,"Christian Wetklo",68,260
27492,111,1,"Manuel Friedrich",73,46
27500,18,1,"Milorad Pekovic",67,38
27502,9,1,"Damir Vrancic",66,46
27503,33,1,"Simon Jentzsch",74,288
27504,11,1,"Andre Lenz",68,263
27508,53,2,"Peter van der Heyden",64,44
27510,39,1,"Miroslav Karhan",72,46
27512,150,1,"Cedric Makiadi",72,41
27513,7,1,"Tom van der Leegte",67,130
27514,22,1,"Diego Klimowicz",74,100
27515,3,1,"Juan Carlos Menseguez",65,40
27518,56,1,"Florian Fromlowitz",65,252
27521,2,1,"Matthias Henn",64,44
27524,47,1,"Axel Bellinghausen",68,48
27534,29,1,"Adam Bodzek",69,48
27535,31,1,"Alexander Bugera",67,48
27545,8,1,"Klemen Lavric",67,47
27547,1,1,"Stefan Wessels",67,252
27548,1,1,"Carsten Cullmann",64,46
27550,49,1,"Marvin Matip",76,59
27554,7,1,"Tobias Nickenig",66,40
27556,65,1,"Patrick Helmes",75,37
27558,69,1,"Francesco Benussi",71,278
27560,51,1,"Antonio Rosati",69,259
27565,12,1,"Souleymane Adama Diamoutene",64,42
27566,26,1,"Tiziano Polenghi",63,41
27568,37,2,"Lukas Jutkiewicz",69,41
27570,36,1,"Kristian Bach Bak",68,32
27573,29,2,"Deme N'Diaye",65,43
27574,63,1,"Joao Vilela",67,47
27578,11,1,"Caca",68,41
27598,88,1,"Guillermo Giacomazzi",65,47
27599,103,2,"Jaime Valdes",77,40
27605,5,1,"Fabio Galante",68,114
27606,1,1,"Alessandro Grandoni",69,125
27607,41,1,"Marc Pfertzel",63,42
27610,85,1,"Stefano Morrone",67,35
27613,35,1,"Paulinho",76,27
27615,68,1,"Marco Storari",75,292
27630,46,2,"Kamil Vacek",72,35
27631,41,1,"Ze Antonio",70,39
27642,93,1,"Cacau",75,50
27654,4,1,"Chavdar Yankov",63,44
27657,155,1,"Sergio Floccari",73,42
27658,38,1,"Federico Agliardi",68,267
27659,213,2,"Salvatore Sirigu",82,318
27660,181,1,"Giuseppe Biava",73,33
27661,12,1,"Eugenio Corini",72,139
27663,130,1,"Franco Brienza",75,30
27664,54,1,"Andrea Caracciolo",68,45
27665,76,2,"David Di Michele",67,46
27666,1,1,"Luca Bucci",63,268
27667,22,1,"Alfonso De Lucia",66,258
27668,105,2,"Matteo Contini",69,24
27669,32,1,"Damiano Ferronetti",65,32
27671,170,2,"Luca Cigarini",76,39
27672,139,1,"Daniele Dessena",70,16
27675,6,1,"Daniele Paponi",67,49
27676,1,1,"Andrea Pisanu",65,30
27677,10,1,"Ivan Pelizzoli",67,266
27678,65,2,"Maurizio Lanzaro",67,48
27679,189,1,"Alessandro Lucarelli",74,36
27680,78,1,"Francesco Modesto",63,41
27684,135,1,"Giandomenico Mesto",72,33
27685,78,1,"Simone Missiroli",75,53
27686,39,1,"Nicola Amoruso",67,31
27690,75,1,"Rolando Bianchi",73,39
27691,156,1,"Gianluca Curci",72,280
27692,80,1,"Cristian Chivu",75,36
27693,40,1,"Christian Panucci",78,130
27694,134,3,"Alberto Aquilani",77,41
27695,92,1,"Rodrigo Taddei",71,36
27696,68,3,"Stefano Okaka Chuka",76,27
27697,67,1,"Luca Castellazzi",68,270
27700,2,1,"Luigi Sala",65,48
27701,43,1,"Cristian Zenoni",65,25
27702,177,1,"Angelo Palombo",71,42
27703,25,1,"Sergio Volpi",66,31
27705,3,1,"Emiliano Bonazzoli",68,45
27708,20,1,"Danilo Soddimo",68,34
27719,139,1,"Felipe",73,28
27720,89,1,"Marco Motta",70,14
27721,123,1,"Cesare Natali",74,42
27723,2,1,"Michele Rinaldi",67,44
27731,177,1,"Giampiero Pinzi",73,41
27732,14,1,"Damiano Zenoni",65,55
27733,65,1,"Barreto",70,33
27734,215,1,"Antonio Di Natale",77,40
27774,171,1,"Christian Traesch",77,46
27785,30,1,"Carlos Valdez",65,43
27838,26,1,"Erlend Hanstveit",63,50
27843,12,1,"Erik Huseklepp",67,39
27866,41,2,"Tarik Elyounoussi",74,38
27948,8,1,"Benjamin Kibebe",61,32
27974,20,2,"Edward Ofere",65,38
27995,73,1,"Rasmus Elm",79,42
28081,63,1,"Constant Djakpa",73,54
28108,9,1,"Marvin Emnes",68,40
28109,15,1,"Kevin McDonald",72,33
28110,70,1,"Daniel Swanson",64,37
28133,31,1,"Tom Hoegli",69,32
28199,55,1,"Mickael Antoine-Curier",63,39
28284,48,2,"Vadim Demidov",69,53
28308,14,1,"Kaspars Gorkss",67,41
28435,95,1,"Mergim Mavraj",73,42
28439,120,1,"Sergio Sanchez",76,44
28461,38,1,"Rui Miguel",68,34
28463,37,1,"Olberdam",65,33
28467,218,1,"Marcelo",83,24
28468,11,2,"Pedro Oldoni",67,35
28472,6,1,"Miles Addison",63,46
28480,195,1,"Naldo",84,46
28901,172,2,"James McArthur",76,4
28905,8,1,"Ricardo Fernandes",64,33
28907,110,2,"Pablo Sebastian Alvarez",71,40
28955,123,2,"Wilfredo Caballero",77,299
28971,24,1,"Erton Fejzullahu",67,36
29036,115,1,"Pedro Queiros",68,29
29049,111,1,"Thomas Scobbie",64,55
29145,72,1,"Mohammed Abdellaoue",72,41
29177,24,1,"Leandrinho",69,53
29198,115,1,"Keith Watson",61,47
29255,20,1,"Dominik Kumbela",68,41
29257,62,1,"Karim Matmour",70,50
29259,27,1,"Jaba Kankava",74,47
29276,52,1,"Oliver Barth",67,37
29303,33,1,"Daniel Haas",70,275
29316,12,1,"Kai Herdling",67,45
29318,61,2,"Dragan Paljic",62,41
29340,3,1,"Marco Sailer",66,33
29356,55,1,"Maximilian Nicu",64,46
29471,134,1,"Georg Niedermaier",73,34
29529,1,1,"Dario Kresic",68,263
29543,37,1,"Christoph Janker",69,48
29568,15,1,"Jennison Myrie-Williams",62,47
29571,30,1,"Neal Eardley",66,34
29580,160,2,"Evaldo",68,43
29581,148,1,"Charles N'Zogbia",73,53
29585,26,1,"Eder",65,40
29587,123,1,"Maxi Moralez",76,42
29590,108,3,"Fabio Coentrao",80,58
29622,33,1,"Selim Teber",71,38
29631,59,1,"Stefano Celozzi",70,34
29669,6,1,"Jared Hodgkiss",54,117
29672,2,1,"Josh Walker",59,43
29673,84,2,"Michael Mancienne",69,46
29720,6,1,"Jeffrey de Visscher",66,108
29812,30,1,"Stephan Fuerstner",70,49
29904,40,1,"Abel Gomez",70,37
30031,1,1,"Thomas Kind Bendiksen",67,39
30136,16,1,"Davide Marchini",67,140
30138,27,1,"Pavel Pergl",65,39
30143,18,1,"Alberto Frison,18",70,267
30248,11,1,"Alan Smith",63,45
30249,67,1,"Kevin Kuranyi",74,35
30250,57,1,"Christian Pander",73,33
30251,12,1,"Fabian Ernst",78,46
30252,27,1,"Frank Baumann",76,130
30253,12,1,"Lukas Sinkiewicz",67,38
30254,8,1,"Moritz Volz",62,44
30255,63,1,"Patrick Owomoyela",70,33
30256,33,1,"Paul Freier",66,31
30266,40,2,"Artur Wichniarek",67,35
30271,52,1,"Sergio",77,309
30272,42,2,"Marcin Mieciel",62,31
30273,97,1,"Alberto Rivera",73,36
30275,208,1,"Lukasz Surma",62,43
30276,189,2,"David Navarro",75,36
30277,38,1,"Francisco Navarro Yeste",77,37
30278,126,1,"Marek Zienczuk",64,52
30279,95,1,"Javier Venta",64,42
30281,2,1,"Francesco Toldo",76,304
30284,147,1,"Massimo Maccarone",75,40
30285,53,1,"Salvatore Lanna",69,127
30287,62,1,"Pablo Orbaiz",73,43
30295,13,1,"Anthony Obodai",62,47
30324,20,1,"Kwabena Asamoa Frimpong",64,49
30335,26,2,"Laryea Kingston",72,40
30338,133,1,"Danny Murphy",70,37
30340,6,1,"Darius Vassell",69,45
30342,65,1,"David Dunn",65,45
30348,156,1,"Jermain Defoe",78,45
30352,173,1,"Kieran Richardson",73,39
30353,15,1,"Kieron Dyer",68,47
30354,70,1,"Ledley King",82,40
30355,2,1,"Patrick Agyemang",60,40
30357,95,1,"Luke Young",69,44
30358,1,1,"Prince Tagoe",69,31
30360,33,1,"Nicky Butt",71,128
30362,101,1,"Wes Brown",73,50
30367,87,1,"Shaun Wright-Phillips",68,46
30369,1,1,"Robbie Fowler",64,34
30371,131,1,"Philip Neville",74,31
30373,76,1,"Paul Scholes",80,40
30380,164,1,"Brad Friedel",77,312
30404,9,1,"Lukas Zelenka",68,139
30419,41,2,"Selim Benachour",72,48
30424,132,2,"Andreas Granqvist",79,46
30425,47,1,"Daniel Majstorovic",66,34
30434,31,1,"Matias Concha",61,36
30443,67,1,"Renato",73,42
30445,74,1,"Grafite",80,30
30448,9,1,"Edu",71,42
30453,148,1,"Phillippe Mexes",77,16
30455,142,2,"Heurelho Gomes",76,285
30456,9,1,"Juliano Belletti",73,48
30457,219,1,"Sylvain Armand",75,34
30458,37,1,"Ulrich Rame",65,265
30459,196,3,"Martin Demichelis",78,36
30460,179,1,"Javier Zanetti",75,34
30464,67,1,"Boris Smiljanic",64,41
30468,36,1,"Fabio Celestini",75,127
30472,34,1,"Cesar Delgado",67,43
30474,220,1,"Stephan Lichtsteiner",82,10
30475,3,1,"Stephan Keller",62,34
30477,63,4,"Danijel Pranjic",73,41
30485,15,1,"Tomislav Sokota",64,119
30492,127,2,"Walter Samuel",74,35
30496,90,2,"Mladen Petric",74,131
30503,84,2,"Brett Holman",74,42
30509,192,1,"Pablo Zabaleta",82,41
30515,9,1,"Leandro Romagnoli",77,54
30516,12,1,"Ernesto Farias",68,44
30526,51,2,"Daisuke Matsui",69,40
30530,172,1,"Makoto Hasebe",74,46
30534,80,1,"Leonardo Ponzio",71,45
30536,115,2,"Lisandro Lopez",78,40
30548,19,1,"Emanuel Rivas",65,38
30549,132,1,"Diego Milito",78,44
30563,133,1,"Marko Basa",80,47
30572,10,1,"Aaron Galindo",69,48
30576,51,1,"Neca",73,40
30577,89,1,"Custodio",73,53
30580,59,1,"Joao Alves",71,42
30582,9,1,"Jose Moreira",72,286
30585,68,2,"Pedro Mendes",76,47
30592,24,1,"Roy Makaay",72,120
30593,63,1,"Wilfred Bouma",71,39
30595,47,1,"George Boateng",65,43
30596,7,1,"Kevin Hofland",69,109
30597,5,1,"Martijn Meerdink",68,139
30598,171,3,"Nigel de Jong",79,12
30601,28,1,"Romeo Castelen",67,48
30602,187,2,"Ron Vlaar",79,35
30603,116,3,"Urby Emanuelson",74,16
30612,27,2,"David Beckham",78,41
30613,217,2,"Cesc Fabregas",86,48
30615,31,1,"Gary Neville",76,31
30616,47,2,"Mikael Silvestre",68,34
30617,138,1,"Jamie Carragher",77,50
30618,188,1,"Steven Gerrard",81,43
30619,27,1,"Michael Owen",74,43
30620,133,1,"Rio Ferdinand",75,28
30622,140,1,"Paul Robinson",69,284
30623,6,1,"Mark Viduka",74,124
30624,1,1,"Fredrik Ljungberg",74,31
30625,3,1,"Sylvain Wiltord",68,45
30626,39,1,"Thierry Henry",79,39
30627,243,1,"John Terry",84,34
30628,61,3,"Thomas Hitzlsperger",73,36
30630,73,2,"Joe Cole",71,42
30631,173,1,"Frank Lampard",77,47
30633,182,1,"Mark Schwarzer",73,287
30635,61,1,"Wayne Bridge",71,49
30638,150,2,"Miroslav Klose",79,43
30640,3,1,"Robert Kovac",74,118
30645,2,1,"Owen Hargreaves",78,48
30646,103,2,"Roque Santa Cruz",74,28
30648,66,2,"Jens Lehmann",79,321
30649,55,2,"Christoph Metzelder",74,32
30652,14,1,"Vahid Hashemian",70,89
30654,39,1,"Giovanni van Bronckhorst",74,139
30655,109,2,"Raul",81,45
30657,232,2,"Iker Casillas",82,307
30658,67,2,"Michel Salgado",67,46
30660,249,3,"Pepe Reina",81,327
30661,114,1,"Carles Puyol",83,41
30663,125,1,"Simao",74,41
30664,57,1,"Leonardo Franco",69,290
30666,94,1,"David Albelda",75,44
30667,21,1,"Eric Addo",66,47
30668,138,3,"Guy Demel",68,44
30669,39,1,"Marcus Hahnemann",65,258
30670,107,3,"Gabriel Heinze",74,40
30675,96,3,"Michael Essien",73,14
30676,26,1,"David Jemmali",69,113
30679,122,2,"Florent Malouda",72,40
30682,225,1,"Daniele De Rossi",82,39
30684,25,1,"Juninho Pernambucano,20",77,44
30686,31,1,"Deco",76,40
30687,44,1,"Lucas Neill",70,42
30688,37,1,"Tim Borowski",73,37
30689,91,1,"Tomas Ujfalusi",78,38
30690,11,1,"Adriano",73,43
30691,35,1,"Bakari Kone",69,44
30692,35,4,"Oguchi Onyewu",65,37
30693,67,1,"Josip Simunic",76,38
30695,98,1,"Claude Makelele",74,41
30696,11,1,"Luis Figo",78,142
30697,6,1,"Jurica Vranjes",68,38
30698,10,2,"Marko Babic",68,38
30699,76,2,"Michael Ballack",80,42
30700,14,1,"Landon Donovan",79,39
30701,4,1,"Oliver Neuville",70,46
30702,43,1,"Gerald Asamoah",66,35
30703,79,1,"Timo Hildebrand",73,284
30704,21,1,"Mladen Krstajic",76,122
30706,91,1,"Torsten Frings",72,49
30707,106,1,"Sebastian Kehl",78,43
30709,164,2,"Luca Toni",76,32
30710,4,1,"Anthony Seric",61,38
30711,49,2,"Massimo Oddo",71,45
30712,42,1,"Vincenzo Iaquinta",75,28
30713,88,1,"Marco Amelia",70,276
30714,176,1,"Francesco Totti",79,48
30715,10,1,"Martin Jiranek",73,48
30716,21,1,"Marco Materazzi",76,39
30717,231,1,"Gianluigi Buffon",84,322
30718,14,1,"Stephen Appiah",68,41
30720,32,1,"Dida",75,295
30721,88,2,"Gennaro Gattuso",78,31
30723,64,1,"Alessandro Nesta",73,48
30724,87,1,"Dejan Stankovic",78,40
30725,28,1,"Pavel Nedved",80,145
30726,87,1,"Edwin van der Sar",83,340
30727,69,1,"Alessandro Del Piero",70,31
30728,43,2,"David Trezeguet",74,51
30729,20,1,"Filippo Inzaghi",73,38
30730,26,1,"Dario Simic,25",74,127
30731,185,1,"Andrea Pirlo",81,12
30732,14,1,"Nuno Gomes",69,57
30734,33,1,"Luis Boa Morte",66,47
30735,71,2,"Louis Saha",76,47
30736,23,1,"Olof Mellberg",74,36
30738,111,2,"Eric Abidal",75,46
30739,98,2,"Gael Givet",65,42
30740,66,2,"Rafael Marquez",76,38
30742,207,1,"Mickael Landreau",81,324
30743,57,1,"Ronaldinho",78,47
30744,54,1,"Masoud Shojaei",72,41
30747,88,1,"Simone Perrotta",72,34
30749,109,2,"David Jarolim",74,45
30750,50,1,"Juanito",67,44
30752,99,1,"Carlos Marchena",72,45
30753,51,3,"Ivan Klasnic",73,44
30754,10,1,"Hans Sarpei",68,42
30764,141,1,"Ivica Olic",74,32
30776,11,1,"Shinji Ono",73,32
30788,92,1,"Hugo Viana",78,42
30789,86,1,"Petit",74,38
30793,9,1,"Hussain Abdul Ghani",71,50
30802,90,2,"Ji-Sung Park",78,44
30805,2,1,"Erik Edman",61,48
30811,114,1,"Steven Cherundolo",73,35
30818,60,1,"Jermaine Jenas",72,40
30819,70,1,"Arne Friedrich",74,32
30820,228,1,"Diego Benaglio",80,301
30821,48,1,"Jiri Stajner",74,34
30822,100,1,"Didier Drogba",81,39
30823,222,2,"Stephane Grichting",67,34
30824,89,2,"Fredrik Stenman",66,43
30826,95,1,"Petter Hansson",67,38
30827,85,3,"Markus Rosenberg",73,43
30829,223,1,"Wayne Rooney",85,39
30830,190,1,"Peter Crouch",75,45
30831,127,1,"Kolo Toure",78,49
30832,9,1,"Luis Garcia",71,37
30834,139,2,"Arjen Robben",89,39
30835,68,3,"Philipp Degen",65,41
30836,38,1,"Scott Chipperfield",62,33
30837,15,1,"Ivan Ergic",72,43
30839,150,3,"Johnny Heitinga",73,45
30840,165,3,"Rafael van der Vaart",77,48
30841,147,4,"Maarten Stekelenburg",76,304
30842,62,1,"Brett Emerton",63,42
30843,172,1,"Robin van Persie",81,30
30849,29,1,"Vincenzo Grella",69,40
30850,1,1,"Zeljko Kalac",73,292
30851,36,2,"Shunsuke Nakamura",77,151
30852,12,1,"Fernando Meira",76,38
30853,168,3,"Fernando Torres",79,40
30854,74,1,"Mike Hanke",72,46
30855,35,2,"Ricardo",65,259
30856,27,1,"Paulo Ferreira",72,44
30857,1,1,"Nuno Valente",71,130
30859,251,1,"Petr Cech",86,331
30861,57,2,"Zdenek Grygera",70,39
30863,39,1,"Ricardo Cabanas",61,47
30865,162,2,"Nemanja Vidic",81,29
30866,31,1,"Ivica Dragutinovic",75,46
30868,56,1,"Anatoli Tymoschuk",75,45
30870,39,1,"Marek Jankulovski",72,55
30871,160,2,"Tiago",80,42
30872,190,2,"Bastian Schweinsteiger",85,51
30876,110,1,"Tim Cahill",73,31
30878,84,2,"Wesley Sneijder",82,41
30879,79,2,"Kew Jaliens",63,41
30880,77,2,"Arek Radomski",63,39
30881,226,1,"Alberto Gilardino",74,35
30884,8,1,"Jason Culina",66,40
30885,44,2,"John Mensah",71,31
30886,30,2,"Andrey Voronin",76,39
30889,217,3,"Xabi Alonso",84,38
30890,90,4,"Philippe Senderos",71,52
30891,17,1,"Gabriel Milito",79,32
30892,217,1,"Stewart Downing",74,53
30893,259,2,"Cristiano Ronaldo",93,51
30894,222,1,"Philipp Lahm",87,36
30895,181,1,"Aaron Lennon",77,41
30896,2,1,"Bonaventure Kalou",69,124
30897,43,2,"Kanga Akale",67,30
30899,12,1,"Hamdi Kasraoui",63,248
30900,94,1,"Kossi Agassa",73,281
30901,18,1,"Aruna Dindane",69,34
30902,222,2,"Andrea Barzagli",85,12
30903,31,2,"Pablo Ibanez",70,50
30904,126,2,"Carlos Bocanegra",68,43
30905,106,2,"Sulley Ali Muntari",75,18
30906,159,2,"Cristian Zaccardo",73,16
30907,245,3,"Jaroslav Plasil",75,31
30908,82,1,"Emerse Fae",73,43
30909,153,1,"David Villa",81,38
30910,91,1,"Ivan Leko",67,35
30911,173,3,"Ricardo Carvalho",78,45
30912,140,2,"Christoph Spycher",64,37
30914,128,3,"Ricardo Costa",74,43
30915,68,3,"Ryan Babel",74,42
30916,37,1,"Tim De Cler",67,26
30918,123,4,"David Rozehnal",73,50
30919,90,2,"Daniel Gygax",64,52
30920,148,1,"Edgar Barreto",73,50
30921,65,1,"Matthew Amoah",66,31
30922,102,3,"Arouna Kone",77,32
30924,139,1,"Franck Ribery",86,32
30928,182,1,"Nicolas Burdisso",76,44
30929,211,1,"Fabricio Coloccini",77,52
30930,206,2,"Esteban Cambiasso",78,42
30931,110,1,"Cris",70,42
30934,114,1,"Boubacar Barry Copa",68,254
30935,42,1,"Emmanuel Eboue",75,56
30936,95,1,"Xavier Margairaz",68,34
30937,112,1,"Tranquillo Barnetta",76,47
30939,66,1,"Mauro Lustrinelli",66,39
30940,151,1,"Blerim Dzemaili",72,38
30949,82,2,"Jan Polak",67,52
30950,1,1,"Gilberto",75,37
30953,26,2,"Jason Scotland",62,51
30954,6,1,"Carlos Edwards",69,37
30955,190,1,"Andres Iniesta",88,39
30956,153,1,"Clint Dempsey",80,34
30958,90,1,"Marcos Senna",75,44
30959,17,1,"Marco Zoro",63,49
30960,140,2,"Emmanuel Adebayor",78,43
30962,237,1,"Sergio Ramos",87,35
30963,36,1,"Collin Samuel",64,38
30964,74,2,"Maza",73,42
30966,182,3,"Valon Behrami",76,44
30967,83,1,"Quim",75,301
30968,171,1,"Luisao",79,43
30973,102,1,"Lukasz Fabianski",78,315
30974,201,3,"Artur Boruc",76,291
30975,173,1,"Sebastian Mila",66,50
30976,154,1,"Radoslaw Sobolewski",65,48
30977,143,3,"Dariusz Dudka",65,35
30978,122,2,"Pawel Brozek",66,45
30981,249,1,"Lionel Messi",94,48
30983,146,1,"Dusan Basta",79,45
30986,141,2,"Johan Djourou",76,49
30987,134,1,"Marcell Jansen",76,30
30988,112,1,"Kenwyne Jones",72,46
30989,202,3,"Julio Cesar",82,312
30990,38,1,"Justo Villar",75,301
30991,178,1,"Rodrigo Palacio",79,65
30992,36,1,"Oscar Ustari",71,285
30994,92,2,"Hedwiges Maduro",74,53
30995,11,1,"Fred",77,27
30996,20,1,"Cicinho",73,43
31010,2,1,"Omar Bravo",71,37
31011,3,1,"Jawhar Mnari",64,39
31012,13,1,"Abdulkader Keita",82,37
31013,131,1,"Theo Walcott",81,34
31014,135,2,"Romaric",72,36
31018,3,1,"Haminu Dramani",65,40
31019,79,1,"Seweryn Gancarczyk",63,52
31020,21,2,"Guillermo Franco",71,42
31031,2,1,"Flavio",67,38
31037,240,1,"Jacques Alaixys Romao",73,35
31045,163,3,"Andres Guardado",81,41
31047,122,2,"Guillermo Ochoa",79,312
31052,1,1,"Eddie Johnson",69,35
31070,12,1,"Segundo Castillo",67,40
31073,21,1,"Cristian Benitez",77,42
31085,2,1,"Won-Hee Cho",64,40
31088,9,1,"Do-Heon Kim",72,55
31092,97,2,"Chu-Young Park",67,37
31097,224,2,"Luka Modric",87,39
31100,64,1,"Yassine Chikhaoui",78,24
31103,50,2,"Paulo da Silva",75,48
31104,5,1,"Cristian Riveros",73,46
31160,12,1,"Jim Larsen",71,41
31187,15,1,"Tomas Galasek",74,141
31191,1,1,"Aleksei Kangaskolkka",61,38
31199,224,1,"Stefan Kiessling",79,35
31205,64,1,"Nicky Hofs",66,35
31207,10,1,"Marino Defendi",65,31
31214,33,1,"Matteo Ferrari",65,45
31226,10,1,"Geert De Vlieger",65,267
31235,160,3,"Diego",79,39
31241,9,1,"Henrik Dalsgaard",70,43
31244,75,1,"Cicero",76,31
31255,13,1,"Akpo Sodje",59,45
31257,80,1,"Madjid Bougherra",78,46
31288,56,1,"Fabio Liverani",75,49
31290,215,2,"Sascha Riether",73,48
31291,193,1,"Gael Clichy",79,37
31292,178,2,"Yoan Gouffran",75,40
31293,300,1,"Steve Mandanda",83,322
31294,88,4,"Niki Zimling",72,37
31296,179,1,"Ramon Zomer",70,47
31298,114,1,"Bruno Amaro",68,51
31299,32,1,"Daniel Fernandes",67,263
31300,151,4,"Rolando",72,45
31302,26,1,"Pedro Ribeiro",65,54
31303,126,3,"Nelson",70,23
31304,56,1,"Alessandro Rosina",73,40
31306,234,1,"Branislav Ivanovic",80,46
31307,9,1,"Dejan Milovanovic",69,134
31308,1,1,"Djordje Rakic",66,36
31310,25,1,"Ivan Todorovic,25",66,44
31312,13,2,"Milan Stepanov",74,35
31314,60,3,"Milos Krasic",69,47
31316,8,1,"Nemanja Rnic",64,46
31317,38,1,"Nenad Milijas",73,48
31318,15,3,"Stefan Babovic",68,40
31319,5,1,"Milos Pavlovic",64,113
31325,39,1,"Sergei Pylypchuk",64,46
31427,76,1,"Hakan Yakin",73,40
31432,275,1,"Joe Hart",84,328
31435,70,1,"Tomas Rosicky",79,41
31436,17,1,"Dennis Wyness",62,105
31437,77,1,"Ugo Ukah",65,37
31451,1,1,"David Sommeil",68,109
31453,15,2,"Sekou Baradji",61,53
31454,43,1,"Trent McClenahan",58,38
31465,282,1,"Tim Howard",79,310
31470,31,1,"Andrea Guatelli",62,251
31479,11,1,"Maurice Ross",65,128
31490,19,1,"Gustavo Franchin Schiavolin",70,31
31498,33,1,"Cleber Santana",72,37
31499,40,1,"Nicola Mingazzini",58,39
31568,51,1,"Soeren Rieks",70,53
31614,39,2,"Maicosuel",73,40
31627,60,1,"Pontus Wernbloom",79,44
31643,3,1,"David Elm",66,34
31672,108,2,"Alexander Farnerud",72,37
31684,43,1,"Abdeslam Ouaddou",73,140
31701,65,1,"Mikael Lustig",72,38
31718,78,2,"Nelson Haedo Valdez",73,49
31725,102,2,"Mario Alberto Santana",72,50
31728,1,1,"Karl Svensson",61,41
31731,121,3,"Gianni Zuiverloon",68,46
31739,37,1,"Cristiano Zanetti",71,41
31785,5,1,"Emil Johansson",64,52
31810,4,1,"Antti Okkonen",60,134
31906,164,3,"Salomon Kalou",78,36
31907,67,1,"Andrew Johnson",70,52
31909,10,1,"Denes Rosa",58,118
31915,2,1,"Theo Robinson",62,40
31916,114,1,"Adam Rooney",71,42
31921,203,2,"Gareth Bale",87,37
31936,34,1,"Rob Friend",65,36
31938,73,1,"Marco Cassetti",69,33
31953,116,1,"Cameron Jerome",73,61
31963,3,1,"Kevin McNaughton",69,51
31984,34,1,"James Wesolowski",63,43
31989,15,1,"Jermaine Beckford",70,50
31993,2,1,"Darryl Duffy",59,26
31996,2,1,"Andriy Shevchenko",77,121
32034,17,1,"Bruno Vale",64,252
32039,30,1,"Paulo Santos",71,283
32043,24,1,"Jose Gomes de Moraes Edmilson",68,36
32048,5,1,"Mineiro",74,140
32084,41,1,"Jamie Mackie",69,42
32087,18,1,"Dean Moxey",68,34
32088,49,1,"Daniel Seaborne",64,29
