"player_api_id","num_appearences","num_leagues","player_name","overall_rating","gk_rating"
74354,27,1,"Massimiliano Benassi",63,243
74382,2,1,"Massimiliano Carlini",67,37
74403,87,1,"Bruno Saltor",71,44
74404,51,1,"Carlos Garcia",69,38
74410,10,1,"Marcos De Paula",62,43
74435,159,1,"Domingo Cisma",72,47
74452,3,1,"Alessandro Carrozza",67,47
74468,33,1,"Andrea Conti",60,30
74542,19,1,"Andrea Lisuzzo",66,38
74633,1,1,"Giancarlo",69,38
74663,138,3,"Chico",77,45
74672,43,1,"Dealbert",72,46
74689,29,1,"Jaime",74,291
74721,39,1,"Carlos Lorens Bellvis",70,37
74734,25,1,"Ruben Suarez",70,53
74736,119,1,"Roberto Fernandez",71,277
74739,12,1,"Jorge Garcia",66,47
74743,48,1,"Rafael Sastre",64,41
74744,38,2,"Andreu Mayoral",65,47
74747,179,1,"Javi Fuego",80,51
74751,13,1,"Raul Camara",67,53
74752,110,1,"Roberto Canella",72,50
74757,34,1,"Edu Albacar",72,42
74770,12,1,"Kike Mateo",66,49
74771,2,1,"Sergio Mantecon",68,38
74772,7,1,"Sendoa",69,39
74814,117,1,"Leigh Griffiths",74,48
74827,81,1,"Manuel Arboleda",65,43
74838,96,1,"Djamel Bakar",68,54
74843,7,1,"Jamie Duff",56,101
74858,28,1,"Josip Barisic",66,43
74900,31,1,"Luis Aguiar",77,32
74989,100,1,"Artiles Oliva Aythami",72,40
74990,31,1,"Xabier Aranburu Castillo",65,28
74991,18,1,"David Garcia",70,50
75001,23,1,"Nauzet Aleman",71,50
75004,153,1,"Roberto Trashorras",79,51
75192,168,1,"Pedro Leon",78,53
75194,42,1,"Ivan Alonso",71,49
75195,136,1,"Juan Pablo",66,266
75196,16,1,"Gregory Beranger",63,29
75197,5,1,"Egoitz Jaio",59,36
75199,46,1,"Juan Ramon Cabrero Juanra",64,51
75206,19,1,"Sergio Ortega",62,37
75214,7,1,"Rafa Jorda",67,43
75216,25,1,"Javier Del Pino",64,53
75239,89,2,"Juanma Ortiz",67,25
75306,16,1,"Marcos Tebar",68,39
75307,167,1,"Daniel Parejo",82,43
75310,197,2,"Alvaro Negredo",81,37
75331,5,1,"Aritz Lopez Garai",71,34
75342,156,2,"Carlos Vela",81,45
75348,1,1,"Bernardo Dominguez",62,244
75350,11,1,"Hector Sanchez",63,40
75353,33,1,"Pablo Sicilia",67,47
75354,30,1,"Ayoze Garcia Perez",68,34
75371,30,1,"Ricardo Leon",65,43
75373,40,1,"Suso Santana",71,39
75376,50,1,"Julian Ramos Omar",69,53
75390,30,1,"Jacobo",68,273
75392,14,1,"Jauregi Inaki Bea",66,30
75395,71,1,"Ivan Hernandez",66,51
75397,122,2,"Rafa Lopez",69,45
75398,44,2,"Sisi",69,47
75405,52,2,"Dorge Kouemaha",66,37
75411,6,1,"Krisztian Vermes",68,49
75416,4,1,"Lucas Akins",61,41
75445,35,3,"Duje Cop",72,53
75447,136,3,"Mario Mandzukic",82,36
75467,4,1,"Dusan Vasiljevic",60,125
75474,109,1,"Javier Camunas",71,46
75489,133,1,"Aaron Ramsey",82,34
75500,18,1,"Chris Makiese",64,38
75578,41,1,"Paulus Arajuuri",70,50
75579,107,2,"Marian Kelemen",65,257
75600,3,1,"Chema",59,236
75606,67,1,"Jesus Perez Francis",63,43
75608,33,1,"Serrabasa Gerard",63,42
75609,12,1,"Jesus Mendoza",64,33
75615,15,1,"Vicente Moreno",67,42
75616,29,1,"Mikel Arruabarrena",70,51
75619,71,1,"Pedro Rios",69,44
75696,12,1,"Roy O'Donovan",61,34
77664,19,1,"Gary Deegan",63,48
77690,160,1,"Seamus Coleman",81,45
77704,37,1,"Keith Fahey",66,39
77727,52,2,"Conor Sammon",65,49
77741,225,3,"Adil Rami",79,16
77767,81,1,"Giuseppe Bellusci",69,43
77773,19,1,"Sammir",73,31
77774,2,1,"Kristijan Ipsa",65,46
77778,110,1,"Dudu Paraiba",69,44
77813,60,1,"Dalibor Veselinovic",69,53
77834,4,2,"Sander Puri",61,42
77860,24,1,"Vladislavs Gabovs",61,46
78142,1,1,"Daniel Brezny",56,109
78185,80,1,"Charles Kabore",77,49
78186,82,1,"Eduardo",68,39
78187,3,1,"Vukasin Devic",64,109
78279,1,1,"Fredric Loehe",58,225
78314,23,1,"Ceyhun Gulselam",71,47
78324,105,1,"Fabian Delph",77,40
78404,83,2,"Michel",73,30
78409,65,2,"Derk Boerrigter",65,56
78410,122,1,"Marco Schoenbaechler",71,54
78411,48,1,"Ismael Traore",72,47
78413,98,1,"Dimitrije Injac",63,39
78462,19,1,"Honour Gombami",63,32
78505,1,1,"Sam Hutchinson",70,40
78507,2,1,"Keith Treacy",67,44
78511,7,1,"Matthew Briggs",60,49
78513,96,1,"Kieran Gibbs",79,43
78537,105,1,"Adrian Klepczynski",61,40
78541,13,1,"Andre Santos",75,31
78544,164,1,"Lima",78,40
78901,84,1,"Johnny Russell",71,43
78902,101,1,"Ebrahima Ibou Sawaneh",65,40
78904,86,1,"Guy-Roland N'Dy Assembe",68,267
78908,204,3,"Marcelo",75,46
78926,13,1,"Paul Caddis",69,48
78990,56,1,"Carlos Eduardo",73,46
79013,36,2,"Bruno Pereirinha",69,32
79160,40,1,"Thomas Rogne",73,44
79187,42,2,"Seydou Doumbia",79,46
79241,186,1,"Rafal Grzyb",67,42
79246,116,3,"Giovanni Sio",76,50
79247,35,2,"David Pollet",70,53
79248,11,1,"Denis Petric",71,273
79253,70,1,"Marco Sau",73,12
79256,17,1,"Pasquale Schiattarella",68,46
79262,15,1,"Emanuele Terranova",70,39
79264,28,1,"Kian Hansen",75,44
79274,4,1,"Luis Pedro Figueroa",69,41
79320,12,1,"Gary Dicker",64,46
79547,37,1,"William",70,35
79574,148,2,"Ramires",80,36
79737,105,2,"Antonio Rukavina",77,36
79742,6,1,"Egor Filipenko",73,38
79747,62,2,"Sergey Krivets",66,43
79762,4,1,"Oleg Veretilo",58,52
79775,31,1,"Renan Bressan",74,43
79982,98,2,"Artjoms Rudnevs",72,51
79985,19,1,"Nauris Bulvitis",57,39
80126,21,1,"Raffaele Bianco",69,41
80128,13,1,"Tomas Costa",70,54
80181,4,1,"Felipe Menezes",69,42
80184,67,2,"Boris Pandza",66,34
80194,6,1,"Filipp Rudik",60,43
80229,48,1,"Miiko Albornoz",71,39
80262,27,1,"Arvydas Novikovas",68,53
80265,3,1,"Giedrius Arlauskis",70,283
80291,16,1,"Heinrich Schmidtgal",68,50
80293,83,1,"Kallum Higginbotham",68,49
80295,39,1,"Yuri Berchiche",74,41
80298,4,1,"Donovan Simmonds",52,91
80492,120,1,"Javi Moreno Marquez",74,35
80497,115,2,"Ivan Marcano",78,53
80500,13,1,"Oscar Diaz",66,37
80555,3,1,"Esparza Jokin Arcaya",62,37
80561,1,1,"Eder Luis",69,47
80562,197,2,"Thiago Silva",88,36
80564,118,2,"Caio",74,50
80566,5,1,"Alex Bruno",71,128
80592,18,1,"Aboubakar Oumarou",65,41
80678,52,1,"Brian Hamalainen",68,35
88521,82,1,"Alberto Rodriguez",72,48
88986,48,1,"Hernan Perez",74,50
89079,13,1,"Sebastian Eriksson",69,20
89185,133,1,"Angel Rangel",76,36
89240,80,2,"Adam Hlousek",69,44
89251,9,1,"Zdenek Ondrasek",65,30
89270,25,1,"Martin Nespor",67,40
89405,66,1,"Abdul Osman",66,43
89475,132,1,"Benjamin Brou Angoua",73,55
89476,73,1,"Diego",72,43
89548,11,1,"Bojan Bozovic",61,52
89653,3,1,"Joel Perovuo",59,31
89827,34,1,"Igors Tarasovs",66,44
89828,26,1,"Aleksandrs Fertovs",61,35
89846,3,1,"Vladimirs Kamess",57,44
91473,47,2,"Bedi Bastien Buval,29",64,48
91503,58,2,"Lasse Nielsen",73,46
91560,133,2,"Modibo Maiga",66,45
91695,16,1,"Sakari Mattila",66,48
91790,6,1,"Gordon Smith",60,44
91929,87,1,"Laszlo Koteles",71,278
91984,156,2,"Valentin Stocker",76,32
92024,34,2,"Rolf Feltscher",65,49
92026,88,1,"Guillermo Juan Vallori",66,33
92094,144,1,"Steven Lang",66,46
92095,110,2,"Sebastien Wuethrich",65,56
92215,3,1,"Savvas Gentsoglou",66,37
92222,99,1,"Mateusz Cetnarski",69,48
92223,36,1,"Kamil Pozniak",61,47
92252,158,1,"Christian Schneuwly",68,31
92260,41,1,"Onyekachi Okonkwo",63,32
92263,25,1,"Milos Ninkovic",72,38
92375,90,2,"Cezary Wilk",72,56
92507,61,1,"Iacopo La Rocca",61,49
92527,43,2,"Dani Fernandez",67,49
92532,87,1,"Michel Morganella",67,36
92666,130,2,"Stevan Jovetic",80,31
92718,38,1,"Piotr Malinowski",60,31
92790,124,1,"Prince Buaben",62,47
92935,9,1,"Alan Kardec",76,47
93039,3,1,"Patrick Fabian",67,36
93041,17,1,"Breno",75,35
93054,8,1,"Massimo Moia",61,36
93064,81,2,"Slobodan Rajkovic",73,38
93184,4,1,"Audrius Ksanavicius",61,126
93218,8,1,"Daniel Fanger",56,46
93223,115,1,"Gonzalo Zarate",64,53
93229,15,1,"Patrick Rossini",59,40
93261,131,1,"Maciej Szmatiuk",60,41
93317,92,1,"Fahid Ben Khalfallah",71,46
93327,28,1,"Paul Alo'o Efoulou",68,37
93332,51,1,"Fethi Harek",64,56
93341,1,1,"Florian Bague",63,260
93343,73,1,"Aldo Angoula",65,45
93344,6,1,"Romain Elie",64,34
93346,19,1,"Antony Lecointe,19",63,45
93347,107,2,"Damien Marcq",70,46
93348,8,1,"Damien Perrinelle",70,42
93350,23,1,"Nicolas Rabuel",59,39
93353,25,1,"Johann Ramare",68,48
93356,26,1,"Gregory Thil",62,46
93358,36,1,"Romain Thomas",74,42
93359,29,1,"Brahim Ferradj",62,33
93361,21,1,"Jonathan Ayite",64,42
93431,124,1,"Igor Lewczuk",68,58
93447,207,2,"Robert Lewandowski",88,36
93448,1,1,"Charles Nwaogu Uchenna",61,40
93450,82,1,"Wojciech Kaczmarek",64,247
93453,19,1,"Kamil Bilinski",67,50
93457,132,2,"Lamine Kone",74,50
93458,26,3,"Steven Mouyokolo",66,47
93466,127,1,"Joris Steve Marveaux",71,37
93470,5,1,"Charles Diers",63,37
93471,83,1,"Bruno Grougi",68,47
93478,5,1,"Mickael Pote",67,45
93480,134,2,"Sofiane Feghouli",81,35
93484,182,4,"Aly Cissokho",73,42
93485,95,1,"Romain Genevois",72,44
93488,75,1,"Bakary Kone",73,38
93839,17,1,"Rafal Grzelak",61,44
93850,76,1,"Prejuce Nakoulma",74,52
93965,1,1,"Michal Rabusic",62,37
93984,87,1,"Jamel Saihi",73,54
93985,199,3,"Mapou Yanga-Mbiwa",78,38
93987,3,1,"Youssef Sekour",59,36
93994,45,1,"Thomas Ayasse",71,49
93996,47,1,"Alexandre Cuvillier",68,49
94008,61,2,"Steeven Langil",72,49
94009,12,1,"Romain Bregerie",72,48
94010,86,2,"Henri Saivet",77,47
94013,71,1,"Samuel Bouhours",64,48
94017,21,1,"William Edjenguele",58,31
94019,44,1,"Jeremy Choplin",66,48
94021,38,2,"Alphousseyni Keita",66,43
94030,103,1,"Jeremy Taravel",70,40
94033,18,1,"Claude Dielna",68,4
94041,35,1,"Larrys Mabiala",72,44
94043,183,2,"Mamadou Sakho",81,36
94044,54,1,"Granddi Ngoyi",68,36
94045,6,1,"Yannik Boli",73,45
94086,78,1,"Willian",83,45
94139,48,1,"Raphael Wolf",69,264
94156,1,1,"Sergej Karimov",62,40
94164,17,1,"Jens Wemmer",70,43
94184,7,1,"Gregoire Neels",56,125
94260,46,1,"Tomislav Bozic",60,31
94267,184,2,"Dusan Tadic",78,50
94280,33,1,"Thomas Phibel",70,48
94281,3,1,"Vittorio Villano",55,114
94284,73,1,"Anthony van Loo",66,46
94288,35,1,"Jeremy Huyghebaert",60,41
94289,16,3,"Idir Ouali",67,35
94306,12,1,"Joris Delle",70,276
94307,75,1,"Vincent Bessat",73,47
94308,4,1,"King Osei Gyan",67,55
94309,31,1,"Ljubomir Fejsa",78,50
94313,72,3,"Chris Malonga",67,38
94318,56,1,"Mahamane Traore",72,45
94321,83,1,"Prince Oniangue",71,45
94323,217,1,"Fabien Lemoine",76,49
94324,33,1,"Mathieu Dreyer",66,264
94325,73,1,"Vincent Nogueira",69,48
94326,131,2,"Yohan Benalouane",75,51
94328,2,1,"Mamadou Bah",67,37
94329,5,1,"Simon Zenke",67,47
94332,8,1,"Ross Perry",53,35
94419,83,2,"Radek Dejmek",65,34
94462,49,1,"Torben Joneleit",67,40
94467,80,1,"Ryan McGowan",68,48
94545,47,1,"Vincent Muratori",68,45
94549,207,1,"Cheikh Mbengue",75,43
94550,260,2,"Moussa Sissoko",79,37
94553,89,2,"Jan Lecjaks",68,49
94558,16,1,"Obinna Nwaneri",67,111
94571,3,1,"Humberto Osorio",67,45
94652,151,1,"Kevin Grosskreutz",76,43
94658,1,1,"Tom Mickel",64,255
94666,19,1,"Jan Hochscheidt",70,37
94678,23,1,"Kevin Fickentscher",60,239
94685,188,1,"Marcel Schmelzer",78,42
94690,5,1,"Christopher Noethe",68,50
94812,21,1,"Eric Lichaj",70,41
94841,164,1,"Sven Ulreich",77,283
94876,16,1,"Florian Jungwirth",68,37
94883,13,1,"Alban Meha",74,51
94885,39,1,"Sven Schipplock",73,29
94886,112,1,"Holger Badstuber",80,37
94887,14,1,"Maximilian Haas",69,39
94891,1,1,"Deniz Yilmaz",70,48
94915,62,1,"Daniel Brosinski",74,47
94916,161,1,"Lars Stindl",80,46
95076,30,1,"Georges Mandjeck",65,43
95078,195,2,"Toni Kroos",87,41
95081,111,1,"Sebastian Langkamp",77,44
95082,114,1,"Eric Maxim Choupo-Moting",77,40
95088,2,1,"Kreso Ljubicic",58,115
95094,65,1,"Sascha Moelders",71,33
95176,11,1,"Anthony Straker",58,34
95212,64,2,"Veli Lampi",65,41
95213,61,1,"Igor N'Ganga",58,42
95216,195,1,"Michael Lang",74,38
95217,72,1,"Mucana Martinho Paito",60,38
95220,139,1,"Alain Wiss",63,50
95224,2,1,"Dragan Djukic",58,223
95225,13,1,"Rinaldo Cruzado",72,37
95226,112,1,"Frank Feltscher",61,40
95227,14,2,"Francois Marque",62,40
95228,180,2,"Fabian Frei",75,48
95230,116,3,"Carlitos",70,41
95231,61,1,"Ivan Benito",61,241
95233,54,1,"Jonas Elmer",59,36
95257,71,2,"Jakob Jantscher",70,38
95327,170,1,"Lucas Leiva",79,27
95331,26,1,"Jay Spearing",68,45
95335,36,1,"Ryan Flynn",63,52
95336,188,2,"Fraser Forster",76,310
95343,1,1,"Graeme Owens",56,42
95344,15,2,"Jonathon Grounds",68,41
95352,127,1,"Ross Draper",65,45
95434,80,2,"Oussama Assaidi",74,35
95509,135,2,"Federico Fazio",77,46
95513,6,1,"Fabien Robert",65,45
95533,121,1,"Maciej Malkowski,24",62,38
95545,2,1,"Andrija Kaludjerovic",58,38
95574,74,1,"Isaac Vorsah",66,27
95597,63,2,"Bertrand Laquait",65,256
95609,56,1,"Tshilola Tshinyama Tiko",62,44
95614,129,1,"Gertjan De Mets",71,52
95615,121,1,"Brecht Capon",69,54
95681,40,1,"Almeida Anderson do Oliveira",68,45
95793,38,1,"Brian Graham",62,37
95904,21,2,"Nikola Petkovic",68,52
95955,182,2,"Andre Ayew",79,40
95977,3,1,"Damien Rascle",60,229
96209,9,2,"Sinan Kaloglu",63,42
96395,10,1,"Matt Thornhill",58,44
96398,188,2,"Miralem Pjanic",84,35
96456,32,1,"Elliott Bennett",68,39
96465,1,1,"Kevin Vink",61,118
96481,9,1,"Marcelo Moreno",75,44
96509,83,2,"Joaquin Larrivey",76,43
96532,40,1,"Marcello Gazzola",66,43
96534,50,1,"Jorge Martinez",66,40
96539,1,1,"Tomoaki Makino",68,40
96540,107,1,"Sebastian Giovinco",82,15
96598,10,1,"Dominique Malonga",65,44
96613,214,1,"Diego Alves",82,316
96615,35,2,"Dady",67,46
96616,101,2,"Martin Caceres",80,13
96617,54,1,"Koikili Campo",63,43
96618,5,1,"Raul Fernandez",66,269
96619,208,1,"Markel Susaeta",78,31
96620,18,1,"Ion Velez",64,59
96623,119,1,"Sergio Asenjo",81,322
96627,1,1,"Kike Lopez",67,46
96643,97,4,"Bojan Krkic",80,43
96645,29,1,"Jonathan Rossini",69,29
96646,39,1,"Massimo Volta",69,39
96651,15,1,"Manu Fernandez",68,274
96652,125,1,"Ruben Castro",79,43
96836,100,1,"Ricardo",74,286
96837,54,1,"Orlando",67,48
96838,86,2,"Lica",72,35
96839,46,1,"Cris Santos",68,45
96840,43,1,"William Tiero",62,42
96844,3,1,"Filipe Mendes",62,245
96846,17,1,"Vitor Moreno",61,107
96848,77,1,"Helder Cabral",66,41
96852,25,1,"Tiago Filipe Gomes",68,29
96854,12,1,"Pedro Pereira",64,36
96914,4,1,"Rafael Bastos",68,46
96937,13,1,"Miguel Vitor",74,35
96957,9,1,"Ricardo Ferreira",66,256
96965,17,1,"Silva Laionel",68,47
96968,123,1,"Andre Pinto",76,41
97038,17,1,"Nikola Pokrivac",67,36
97194,18,1,"John Fleck",65,34
97195,19,1,"Pablo Mariano Granoche",71,42
97226,9,1,"Juan Quero",64,39
97234,10,1,"Ivan Bolado",61,43
97236,28,1,"Marc Crosas",70,51
97257,2,1,"Joseba Del Olmo",62,40
97319,44,1,"Manuel Arana",71,43
97323,2,1,"Jo Inge Berget",70,45
97326,98,1,"Ney Santos",65,33
97331,7,1,"Edder Farias",67,43
97334,46,1,"Luis Moran",63,51
97359,8,1,"Ante Puljic",67,38
97363,104,1,"Nilson",73,287
97365,2,1,"Serginho",65,253
97368,4,1,"Jusuf Dajic",64,118
97463,9,1,"Paulinho",67,134
97470,185,1,"Lex Immers",73,47
97484,106,1,"Joao Moreno",68,36
97486,74,3,"Henrique Sereno",73,51
97487,19,1,"Davide Lanzafame",67,46
97488,55,2,"Yves Hadley Desmarets",70,44
97489,26,2,"Kamel Ghilas",65,37
97490,17,1,"Pele",70,33
97491,144,2,"Geromel",77,42
97493,46,2,"Andrezinho",67,46
97495,32,1,"Luciano Amaral",66,46
97496,56,2,"Rabiola",69,40
97498,112,2,"Beto",78,310
97502,23,1,"Michelangelo Albertazzi",67,40
97508,53,2,"Jorge Goncalves",70,39
97509,32,1,"Andre Simoes",70,43
97512,72,1,"Ruben Ribeiro",72,43
97515,119,1,"Paulo Vinicius",74,53
97521,17,1,"Denis Tonucci",68,80
97657,34,2,"Alejandro Faurlin",74,48
97658,2,1,"Ytalo",63,47
97699,51,2,"Lynel Kitambala",66,44
97727,18,1,"Christian Strohdiek",68,43
97731,1,1,"Tayfun Pektuerk",65,46
97732,4,1,"Jan-Philipp Kalla",65,51
97734,166,1,"Daniel Schwaab",74,40
97737,1,1,"Srdjan Baljak",66,31
97746,12,1,"Jens Grahl",70,266
97747,116,1,"Nicolai Mueller",75,43
97752,64,1,"Timo Gebhart",69,46
97762,83,2,"Takashi Inui",74,46
97789,95,1,"Eros Pisano",72,42
97810,13,1,"Nikola Vujadinovic",67,47
97865,13,1,"Mario Fernandez Cuesta",66,261
97932,11,1,"Mohamed Shawky",67,32
97988,91,1,"Wilson Palacios",65,46
97992,21,1,"Eric Odhiambo",60,38
98027,64,1,"Pavel Vidanov",62,36
98057,84,2,"Shaleum Logan",68,40
98058,9,1,"Jay Simpson",67,39
98209,5,1,"Niklas Baerkroth",68,47
98220,20,1,"Teofilo Gutierrez",78,43
98242,6,1,"Boris Godal",58,40
98254,139,1,"Yuto Nagatomo",74,49
98357,7,1,"Chico Silva",60,113
98361,29,1,"Fabio Pacheco",70,51
98363,26,1,"Jorginho Sousa",64,27
98368,112,2,"Robson",66,45
98369,27,1,"Miguel Sandro",70,133
98374,15,1,"Diogo Rosado",64,42
98375,59,2,"Diogo Viana",68,46
98382,59,2,"Andre Marques",65,48
98383,44,1,"Bruno Miguel",70,38
98385,31,1,"Marco Soares",63,43
98401,5,1,"Chiro N'Toko",62,33
98407,3,1,"Jeremy Bokila",70,52
98959,56,1,"Josh Law",61,41
98997,4,1,"Levan Kenia",66,32
99031,9,1,"Zoran Tosic",79,49
99047,119,1,"David Zurutuza",75,46
99054,16,1,"Diego Ifran",70,52
99306,39,1,"Melvin Platje",65,35
99320,3,1,"Toze Marreco",69,47
99323,68,1,"Erik Bakker",67,44
99333,109,1,"Jose Manuel Casado",75,53
100033,102,3,"Alvaro Pereira",74,44
101041,12,1,"Marcos",66,36
101042,167,1,"Aaron Meijers",69,47
101070,97,2,"Gregory Arnolin",67,49
101091,18,1,"Nelson",63,53
101103,164,2,"Fernando",78,4
101192,234,2,"James McCarthy",80,42
101197,61,1,"Djalma",72,37
101201,97,2,"Felipe",72,44
101419,76,3,"Odion Ighalo",77,48
101422,136,2,"Diego Perotti",79,36
101426,7,1,"Jefferson",65,38
101434,44,1,"Felipe Pardo",78,37
101501,67,1,"Kyriakos Papadopoulos",78,41
101503,49,2,"Gilles Binya",67,37
101584,9,1,"Cassio",77,300
101586,16,1,"Freek Heerkens",65,49
101588,44,1,"Jonathan Reis",71,48
101589,54,1,"Genero Zeefuik",65,46
101590,17,1,"Oier Olazabal",70,283
101920,4,1,"Jonathan Lopez",66,242
101969,18,1,"Dame N'Doye",76,46
101982,1,1,"Javi Flores",63,38
101983,35,1,"Manu Herrera",73,287
102002,27,1,"Asier Goiria",60,41
102290,71,1,"Guyon Fernandez",66,40
102301,30,1,"Tunay Torun",73,40
102356,112,1,"Neil Taylor",74,52
102374,17,2,"Mario Martinez",64,40
102394,6,1,"Alberto Garcia",67,263
102572,101,1,"Adrian Colunga",70,36
102602,2,1,"Will Atkinson",61,40
102612,120,1,"Antonio Apono",72,42
102614,12,1,"Manuel Castro Pavon",66,35
102619,51,1,"Mario Bermejo",68,43
102620,116,1,"Carlos Martinez",78,38
102622,116,1,"Markel Bergara",76,57
102623,13,1,"Borja Viguera",71,40
102626,35,1,"Vasco Fernandes",68,39
102628,2,1,"Cristian Bustos",64,40
102630,23,1,"Sergio Pelegrin",75,45
102631,3,1,"David Rodriguez",72,39
102658,1,1,"Eke Uzoma",61,27
102699,97,2,"Foued Kadir",73,50
102716,33,1,"Helder Tiago Guedes",71,39
102719,57,1,"Stefan Nijland",69,47
102725,19,1,"Fouad Idabdelhay",65,40
102777,191,1,"Manuel Pascali",62,35
102879,72,1,"Salva Sevilla",75,46
102912,26,1,"Carlos Calvo",66,38
103089,55,1,"Rodnei",65,4
103139,19,1,"Diego Buonanotte",73,50
103218,46,1,"Ciprian Tatarusanu",75,304
103266,222,1,"Davide Astori",79,16
103372,2,1,"Elinton Andrade",68,278
103386,12,1,"Raul Rusescu",70,38
103419,25,1,"Andy King",70,29
103424,45,2,"Gabriel Torje",74,47
103428,52,1,"Costel Pantilimon",76,302
103450,15,1,"Yevheniy Konoplyanka",82,44
103468,50,1,"Johny Placide",68,267
103470,148,1,"Jean-Armel Kana-Biyik",74,49
103482,5,1,"Bouchaib El Moubarki",60,107
103485,3,1,"Jules Stephane Goda",61,250
103487,91,1,"Kafoumba Coulibaly",61,44
103684,21,1,"Michael Zullo",67,32
103686,35,1,"Robbie Kruse",73,52
103691,19,1,"Felipe Saad",65,38
103714,30,1,"Herve Bazile",70,41
103846,75,1,"Stephan Andrist",64,39
103862,10,1,"Milos Krstic",64,52
103866,28,1,"Adamo Coulibaly",69,37
103869,143,1,"Younousse Sankhare",74,40
103882,2,1,"Manuel Pamic",66,37
103888,3,1,"Ben Hutchinson",56,53
103899,130,2,"Siem de Jong",76,51
103904,78,1,"Emilio Nsue",71,46
103905,91,1,"Juanfran",74,46
103941,3,1,"Facundo Parra",69,47
103964,12,1,"Arnold Bouka Moutou",70,44
104002,19,1,"Tony Varela",63,54
104003,4,1,"Jerge Hoefdraad",62,45
104005,7,1,"Kelvin Maynard",63,43
104010,29,1,"Gerson Sheotahul",64,35
104033,6,2,"Ruud Boffin",73,290
104045,153,2,"Bas Dost",79,46
104377,119,2,"Teddy Chevalier",68,55
104378,102,1,"Bojan Jorgacevic",70,260
104382,200,3,"Roberto Rosales",76,47
104384,18,1,"Sebastien Bruzzese",69,280
104386,97,1,"Vusumuzi Prince Nyoni",64,33
104388,24,1,"Cyprien Baguette,23",58,231
104389,54,3,"Geoffrey Mujangi Bia",75,52
104392,22,1,"Brice Jovial",70,36
104404,101,2,"Nill De Pauw",70,44
104406,53,1,"Benjamin Mokulu Tembe",70,57
104410,49,1,"Robin Henkens",65,52
104411,115,1,"David Hubert",68,51
104415,45,1,"Giel Deferm",63,42
104432,2,1,"Georgi Makaridze",61,225
104434,9,1,"Levan Mchedlidze",71,44
104482,203,2,"Daryl Janmaat",77,35
104646,127,2,"Dario Lezcano",71,43
104744,16,1,"Riccardo Cazzola",67,34
104778,19,1,"Lorenzo Pasciuti",71,34
104911,21,1,"Jem Karacan",69,33
104986,149,2,"Andres Fernandez",77,296
105022,13,1,"Simon Church",66,46
105327,5,1,"Lauri Dalla Valle",64,49
105351,82,1,"Simao",75,48
105526,86,2,"Adrian Mrowiec",62,38
105535,98,2,"Kamil Wilczek",70,36
105548,57,2,"Abel Hernandez",73,29
105610,2,1,"Magnus Eriksson",67,44
105680,24,1,"John Bostock",68,51
105695,17,1,"Gal Shish",64,44
105826,1,1,"Gavin Hoyte",60,46
105827,8,2,"Fran Merida",71,35
105828,69,1,"Rafael",74,286
105919,38,1,"Nacer Barazite",70,47
105925,5,1,"Angel Montoro",70,52
106013,46,2,"Bakary Sare",74,44
106175,48,1,"Diego Angelo",72,47
106228,97,1,"Victor Moses",76,47
106286,34,1,"Luis Fernando Duarte Nunes,32",66,37
106292,61,2,"Filip Djordjevic",76,41
106294,10,1,"Ivan Kelava",71,281
106309,130,1,"Carlos Zambrano",77,51
106369,30,2,"Nikita Rukavytsya",64,33
106373,44,1,"Guus Joppen",66,55
106474,165,1,"Rydell Poepon",67,49
106559,14,1,"Martin Zeman",66,38
106600,21,1,"Gaston Sangoy",68,48
106640,37,1,"Demetris Christofi",71,44
106641,2,1,"Pavle Popara",60,34
106910,34,1,"Ryan Shotton",70,38
107001,47,1,"Pavels Steinbors",66,264
107066,28,2,"Sanel Jahic",63,40
107132,64,1,"Beram Kayal",71,39
107216,3,1,"Ched Evans",68,38
107280,28,1,"Ashley Barnes",71,41
107281,35,1,"Zoltan Stieber",73,38
107283,4,1,"Liam Hughes",46,84
107408,15,1,"Bira Dembele",62,46
107415,14,1,"Rudy Gestede",73,42
107416,1,1,"Badis Lebbihi",54,111
107417,240,2,"Eden Hazard",88,34
107502,36,1,"Armin Bacinovic",70,48
107588,100,1,"Theodor Gebre Selassie",75,41
107717,5,1,"Artem Kravets",73,42
107792,18,1,"Artis Lazdins",60,46
107806,85,2,"Didier Ovono",70,276
107848,82,1,"Krzysztof Maczynski",66,43
107920,58,1,"Nils Petersen",75,42
107929,133,1,"Alberto Botia",74,45
107930,184,2,"Victor Sanchez Mata",76,40
107983,19,1,"Kevin Koffi",64,35
107987,5,1,"Nicolas Lodeiro",78,49
107994,15,1,"Denis Halilovic",65,31
108038,207,2,"Georginio Wijnaldum",80,38
108075,110,2,"Elderson",75,52
108179,1,1,"Wojciech Trochim",51,36
108381,17,1,"Milan Djuric",67,36
108401,101,2,"Mate Jajalo",72,38
108451,96,1,"Milan Vilotic",71,52
108461,5,1,"Yohandry Orozco",68,39
108521,73,1,"Saif Ghezal",68,37
108524,35,2,"Ammar Jemal",70,49
108525,81,2,"Amine Mohamed Chermiti",69,32
108535,41,1,"Moussa Narry",69,39
108568,149,1,"Ever Banega",81,32
108572,88,1,"David Lomban",74,57
108760,14,1,"Stewart Murdoch",56,37
108807,34,2,"Paulo Henrique",69,33
108808,116,2,"Mario Balotelli",79,10
108809,54,1,"Kike Sola",71,25
